timestamp_utc,match_id,team_id,opponent_id,score,rating_before,rating_after,k_factor,replay_path
2026-08-28T23:13:08Z,e1bd9d60f038,strict-wide-pocket-g3,nova-vertical,0.5,1502.805,1502.39,32,var/matches/matches/20260828T231103Z-e1bd9d60f038-strict-wide-pocket-g3-vs-nova-vertical.ndjson
2026-08-28T23:13:08Z,e1bd9d60f038,nova-vertical,strict-wide-pocket-g3,0.5,1493.797,1494.212,32,var/matches/matches/20260828T231103Z-e1bd9d60f038-strict-wide-pocket-g3-vs-nova-vertical.ndjson
2026-08-28T23:15:39Z,673aee0b6a1a,release-deep-denial-g4,strict-wide-pocket-g3,0.5,1519.863,1519.059,32,var/matches/matches/20260828T231308Z-673aee0b6a1a-release-deep-denial-g4-vs-strict-wide-pocket-g3.ndjson
2026-08-28T23:15:39Z,673aee0b6a1a,strict-wide-pocket-g3,release-deep-denial-g4,0.5,1502.39,1503.194,32,var/matches/matches/20260828T231308Z-673aee0b6a1a-release-deep-denial-g4-vs-strict-wide-pocket-g3.ndjson
2026-08-28T23:18:05Z,d9b6291594f1,strict-wide-pocket-g3,release-deep-denial-g4,0.5,1503.194,1503.924,32,var/matches/matches/20260828T231540Z-d9b6291594f1-strict-wide-pocket-g3-vs-release-deep-denial-g4.ndjson
2026-08-28T23:18:05Z,d9b6291594f1,release-deep-denial-g4,strict-wide-pocket-g3,0.5,1519.059,1518.329,32,var/matches/matches/20260828T231540Z-d9b6291594f1-strict-wide-pocket-g3-vs-release-deep-denial-g4.ndjson
2026-08-28T23:24:36Z,8198db4e0bd5,release-deep-denial-g4,release-reliable-g1,0.5,1518.329,1517.486,32,var/matches/matches/20260828T232133Z-8198db4e0bd5-release-deep-denial-g4-vs-release-reliable-g1.ndjson
2026-08-28T23:24:36Z,8198db4e0bd5,release-reliable-g1,release-deep-denial-g4,0.5,1500.0,1500.843,32,var/matches/matches/20260828T232133Z-8198db4e0bd5-release-deep-denial-g4-vs-release-reliable-g1.ndjson
2026-08-28T23:27:23Z,29822f35d65b,release-reliable-g1,simple-four-modes,0.5,1500.843,1500.186,32,var/matches/matches/20260828T232437Z-29822f35d65b-release-reliable-g1-vs-simple-four-modes.ndjson
2026-08-28T23:27:23Z,29822f35d65b,simple-four-modes,release-reliable-g1,0.5,1486.565,1487.222,32,var/matches/matches/20260828T232437Z-29822f35d65b-release-reliable-g1-vs-simple-four-modes.ndjson
